date,latitude,longitude,wnvpresent,culex_pipiens/restuans,culex_pipiens,culex_restuans,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,trap_T086,trap_T003,trap_T028,trap_T082,trap_T014,trap_T115,trap_T158,trap_T016,trap_T903,trap_T226,trap_T027,trap_T013,trap_T228,trap_T095,trap_T223,trap_T231,trap_T090,trap_T039,trap_T031,trap_T011,trap_T227,trap_T151,trap_T900,trap_T138,trap_T143,trap_T030,trap_T135,trap_T054,trap_T015,trap_T233,trap_T066,trap_T225,trap_T002,trap_T128,trap_T230,trap_T006,trap_T103,trap_T221,trap_T114,trap_T096,trap_T009,trap_T235,trap_T008,trap_T061,trap_T147,trap_T073,id,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,sunrise,sunset,bcfg,br,dz,fg,fg+,fu,hz,mifg,ra,sn,sq,ts,tsra,vcts,gr,vcfg
2007-08-24,41.82561,-87.726549,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,80,65,72.5,54,62.0,0.0,8.0,0.0,29.46,30.08,6.1,31,7.4,5.016666666666667,18.85,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0
2009-09-25,41.754676,-87.612922,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,79,52,65.5,55,59.0,0.0,1.0,0.0,29.52,30.17,5.3,3,6.7,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0
2009-10-01,41.720848,-87.666014,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,71,64,67.5,62,64.0,0.0,3.0,0.0,29.49,30.15,4.1,7,4.4,5.683333333333334,17.766666666666666,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0
2007-08-24,41.798697,-87.736812,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,80,65,72.5,54,62.0,0.0,8.0,0.0,29.46,30.08,6.1,31,7.4,5.016666666666667,18.85,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0
2009-09-25,41.800737,-87.71188,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,79,52,65.5,55,59.0,0.0,1.0,0.0,29.52,30.17,5.3,3,6.7,5.583333333333333,17.933333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0
2009-09-17,41.750498,-87.605294,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,80,65,72.5,62,66.0,0.0,8.0,0.0,29.54,30.17,6.6,7,7.3,5.433333333333334,18.2,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0.0
2009-09-17,41.750498,-87.605294,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,80,65,72.5,62,66.0,0.0,8.0,0.0,29.54,30.17,6.6,7,7.3,5.433333333333334,18.2,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0.0
2007-08-24,41.921177,-87.79518,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,80,65,72.5,54,62.0,0.0,8.0,0.0,29.46,30.08,6.1,31,7.4,5.016666666666667,18.85,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0
2009-09-17,41.728495,-87.600963,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,80,65,72.5,62,66.0,0.0,8.0,0.0,29.54,30.17,6.6,7,7.3,5.433333333333334,18.2,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0.0
2009-09-17,41.992478,-87.862995,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,81,64,72.5,62,65.0,0.0,8.0,0.0,29.48,30.2,6.0,6,6.8,5.433333333333334,18.2,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0.0
2009-09-17,41.732984,-87.649642,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,80,65,72.5,62,66.0,0.0,8.0,0.0,29.54,30.17,6.6,7,7.3,5.433333333333334,18.2,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0.0
2009-09-17,41.754292,-87.590773,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,80,65,72.5,62,66.0,0.0,8.0,0.0,29.54,30.17,6.6,7,7.3,5.433333333333334,18.2,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0.0
2009-09-17,42.011601,-87.811506,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,81,64,72.5,62,65.0,0.0,8.0,0.0,29.48,30.2,6.0,6,6.8,5.433333333333334,18.2,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0.0
2009-09-17,42.011601,-87.811506,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,81,64,72.5,62,65.0,0.0,8.0,0.0,29.48,30.2,6.0,6,6.8,5.433333333333334,18.2,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0.0
2009-09-17,41.766202,-87.562889,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,80,65,72.5,62,66.0,0.0,8.0,0.0,29.54,30.17,6.6,7,7.3,5.433333333333334,18.2,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0.0
2009-09-17,41.776156,-87.778927,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,80,65,72.5,62,66.0,0.0,8.0,0.0,29.54,30.17,6.6,7,7.3,5.433333333333334,18.2,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0.0
2007-08-24,42.01743,-87.687769,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,80,65,72.5,54,62.0,0.0,8.0,0.0,29.46,30.08,6.1,31,7.4,5.016666666666667,18.85,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0
2009-09-17,41.923738,-87.785288,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,80,65,72.5,62,66.0,0.0,8.0,0.0,29.54,30.17,6.6,7,7.3,5.433333333333334,18.2,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0.0
2009-09-17,41.991429,-87.747113,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,81,64,72.5,62,65.0,0.0,8.0,0.0,29.48,30.2,6.0,6,6.8,5.433333333333334,18.2,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0.0
