date,address,species,block,street,trap,addressnumberandstreet,latitude,longitude,addressaccuracy,nummosquitos,wnvcount,wnvpresent,station,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,codesum,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,month,sunrise,sunset,bc,br,dz,fg,fg+,fu,hz,mi,ra,sn,sq,ts,vc,gr,sprayed
2009-10-01,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,1.0,0.0,0.0,1,59,41,50.0,46,49.0,15.0,0.0,RA BR,0.89,29.13,29.9,9.1,13,9.5,10,5.8,17.566666666666666,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0
2009-10-01,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,1.0,0.0,0.0,1,59,41,50.0,46,49.0,15.0,0.0,RA BR,0.89,29.13,29.9,9.1,13,9.5,10,5.8,17.566666666666666,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0
2009-10-01,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,33, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,1.0,0.0,0.0,1,59,41,50.0,46,49.0,15.0,0.0,RA BR,0.89,29.13,29.9,9.1,13,9.5,10,5.8,17.566666666666666,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0
2009-10-01,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,1.0,0.0,0.0,2,59,44,51.5,46,49.0,13.0,0.0,TS RA RA BR,0.59,29.18,29.9,8.8,13,8.7,10,5.8,17.566666666666666,0,1,0,0,0,0,0,0.0,1,0,0,1,0,0.0,0
2011-06-10,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,1.0,0.0,0.0,2,71,51,61.0,56,58.0,4.0,0.0,TS TS RA BR HZ,0.44,29.26,29.92,6.1,1,7.5,6,4.266666666666667,19.433333333333334,0,1,0,0,0,0,1,0.0,1,0,0,1,0,0.0,0
2011-06-10,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX TERRITANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,1.0,0.0,0.0,1,69,51,60.0,56,57.0,5.0,0.0,RA BR HZ,0.52,29.21,29.94,6.4,3,8.0,6,4.266666666666667,19.433333333333334,0,1,0,0,0,0,1,0.0,1,0,0,0,0,0.0,0
2011-06-10,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,1.0,0.0,0.0,1,69,51,60.0,56,57.0,5.0,0.0,RA BR HZ,0.52,29.21,29.94,6.4,3,8.0,6,4.266666666666667,19.433333333333334,0,1,0,0,0,0,1,0.0,1,0,0,0,0,0.0,0
2011-06-17,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8,1.0,0.0,0.0,2,82,64,73.0,60,65.0,0.0,8.0, ,0.0,29.18,29.81,5.3,7,6.2,6,4.266666666666667,19.48333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-06-24,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,1.0,0.0,0.0,2,68,60,64.0,55,59.0,1.0,0.0, ,0.0,29.13,29.76,8.5,29,8.7,6,4.283333333333333,19.516666666666666,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-06-24,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX TERRITANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,1.0,0.0,0.0,2,68,60,64.0,55,59.0,1.0,0.0, ,0.0,29.13,29.76,8.5,29,8.7,6,4.283333333333333,19.516666666666666,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-06-24,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,"1700  N PULASKI RD, Chicago, IL",41.911824,-87.726737,9,1.0,0.0,0.0,2,68,60,64.0,55,59.0,1.0,0.0, ,0.0,29.13,29.76,8.5,29,8.7,6,4.283333333333333,19.516666666666666,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-06-24,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,8,1.0,0.0,0.0,2,68,60,64.0,55,59.0,1.0,0.0, ,0.0,29.13,29.76,8.5,29,8.7,6,4.283333333333333,19.516666666666666,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-06-17,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,1.0,0.0,0.0,1,82,60,71.0,60,64.0,0.0,6.0, ,0.0,29.13,29.83,5.8,6,6.6,6,4.266666666666667,19.48333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-06-17,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,1.0,0.0,0.0,2,82,64,73.0,60,65.0,0.0,8.0, ,0.0,29.18,29.81,5.3,7,6.2,6,4.266666666666667,19.48333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-06-17,"8200 South Kostner Avenue, Chicago, IL 60652, USA",CULEX RESTUANS,82, S KOSTNER AVE,T225,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8,1.0,0.0,0.0,2,82,64,73.0,60,65.0,0.0,8.0, ,0.0,29.18,29.81,5.3,7,6.2,6,4.266666666666667,19.48333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-06-17,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX RESTUANS,77, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,1.0,0.0,0.0,2,82,64,73.0,60,65.0,0.0,8.0, ,0.0,29.18,29.81,5.3,7,6.2,6,4.266666666666667,19.48333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-06-17,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX RESTUANS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,1.0,0.0,0.0,2,82,64,73.0,60,65.0,0.0,8.0, ,0.0,29.18,29.81,5.3,7,6.2,6,4.266666666666667,19.48333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-06-17,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,1.0,0.0,0.0,2,82,64,73.0,60,65.0,0.0,8.0, ,0.0,29.18,29.81,5.3,7,6.2,6,4.266666666666667,19.48333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-06-17,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX RESTUANS,61, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,1.0,0.0,0.0,2,82,64,73.0,60,65.0,0.0,8.0, ,0.0,29.18,29.81,5.3,7,6.2,6,4.266666666666667,19.48333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-06-17,"5800 North Ridge Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,58, N RIDGE AVE,T231,"5800  N RIDGE AVE, Chicago, IL",41.98728,-87.666066,8,1.0,0.0,0.0,2,82,64,73.0,60,65.0,0.0,8.0, ,0.0,29.18,29.81,5.3,7,6.2,6,4.266666666666667,19.48333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-06-10,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX TERRITANS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,1.0,0.0,0.0,2,71,51,61.0,56,58.0,4.0,0.0,TS TS RA BR HZ,0.44,29.26,29.92,6.1,1,7.5,6,4.266666666666667,19.433333333333334,0,1,0,0,0,0,1,0.0,1,0,0,1,0,0.0,0
2011-06-17,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX TERRITANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8,1.0,0.0,0.0,2,82,64,73.0,60,65.0,0.0,8.0, ,0.0,29.18,29.81,5.3,7,6.2,6,4.266666666666667,19.48333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-06-10,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX TERRITANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,1.0,0.0,0.0,2,71,51,61.0,56,58.0,4.0,0.0,TS TS RA BR HZ,0.44,29.26,29.92,6.1,1,7.5,6,4.266666666666667,19.433333333333334,0,1,0,0,0,0,1,0.0,1,0,0,1,0,0.0,0
2011-06-10,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX SALINARIUS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8,1.0,0.0,0.0,2,71,51,61.0,56,58.0,4.0,0.0,TS TS RA BR HZ,0.44,29.26,29.92,6.1,1,7.5,6,4.266666666666667,19.433333333333334,0,1,0,0,0,0,1,0.0,1,0,0,1,0,0.0,0
2011-08-19,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX TERRITANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-08-19,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX TERRITANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-08-19,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-08-19,"5100 West 72nd Street, Chicago, IL 60638, USA",CULEX TERRITANS,51, W 72ND ST,T035,"5100  W 72ND ST, Chicago, IL",41.763733,-87.742302,8,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-08-19,"5100 West 72nd Street, Chicago, IL 60638, USA",CULEX RESTUANS,51, W 72ND ST,T035,"5100  W 72ND ST, Chicago, IL",41.763733,-87.742302,8,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-08-19,"5100 West 72nd Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,51, W 72ND ST,T035,"5100  W 72ND ST, Chicago, IL",41.763733,-87.742302,8,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-08-19,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-08-19,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-08-19,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX PIPIENS/RESTUANS,42, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-08-19,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX PIPIENS,42, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-08-19,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-08-19,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-08-19,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,9,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-08-19,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,9,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-08-19,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-08-19,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-08-19,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188,8,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-08-19,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS,35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188,8,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-08-19,"3000 West 18th Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,8,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-08-19,"3000 West 18th Street, Chicago, IL 60608, USA",CULEX PIPIENS,30, W 18TH ST,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,8,1.0,0.0,0.0,2,86,67,76.5,62,68.0,0.0,12.0, ,0.0,29.23,29.87,4.7,13,5.8,8,5.05,18.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-07-25,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,1.0,0.0,0.0,2,90,73,81.5,67,71.0,0.0,17.0, ,0.01,29.25,29.89,2.1,35,6.1,7,4.633333333333333,19.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-07-25,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,9,1.0,0.0,0.0,2,90,73,81.5,67,71.0,0.0,17.0, ,0.01,29.25,29.89,2.1,35,6.1,7,4.633333333333333,19.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-07-25,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,9,1.0,0.0,0.0,2,90,73,81.5,67,71.0,0.0,17.0, ,0.01,29.25,29.89,2.1,35,6.1,7,4.633333333333333,19.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0
2011-06-10,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,1.0,0.0,0.0,2,71,51,61.0,56,58.0,4.0,0.0,TS TS RA BR HZ,0.44,29.26,29.92,6.1,1,7.5,6,4.266666666666667,19.433333333333334,0,1,0,0,0,0,1,0.0,1,0,0,1,0,0.0,0
2011-06-10,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,1.0,0.0,0.0,2,71,51,61.0,56,58.0,4.0,0.0,TS TS RA BR HZ,0.44,29.26,29.92,6.1,1,7.5,6,4.266666666666667,19.433333333333334,0,1,0,0,0,0,1,0.0,1,0,0,1,0,0.0,0
2011-06-10,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX RESTUANS,61, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,1.0,0.0,0.0,2,71,51,61.0,56,58.0,4.0,0.0,TS TS RA BR HZ,0.44,29.26,29.92,6.1,1,7.5,6,4.266666666666667,19.433333333333334,0,1,0,0,0,0,1,0.0,1,0,0,1,0,0.0,0
2011-06-10,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,1.0,0.0,0.0,2,71,51,61.0,56,58.0,4.0,0.0,TS TS RA BR HZ,0.44,29.26,29.92,6.1,1,7.5,6,4.266666666666667,19.433333333333334,0,1,0,0,0,0,1,0.0,1,0,0,1,0,0.0,0
2011-06-10,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,1.0,0.0,0.0,2,71,51,61.0,56,58.0,4.0,0.0,TS TS RA BR HZ,0.44,29.26,29.92,6.1,1,7.5,6,4.266666666666667,19.433333333333334,0,1,0,0,0,0,1,0.0,1,0,0,1,0,0.0,0
2011-06-10,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX TERRITANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8,1.0,0.0,0.0,2,71,51,61.0,56,58.0,4.0,0.0,TS TS RA BR HZ,0.44,29.26,29.92,6.1,1,7.5,6,4.266666666666667,19.433333333333334,0,1,0,0,0,0,1,0.0,1,0,0,1,0,0.0,0
2011-06-10,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8,1.0,0.0,0.0,2,71,51,61.0,56,58.0,4.0,0.0,TS TS RA BR HZ,0.44,29.26,29.92,6.1,1,7.5,6,4.266666666666667,19.433333333333334,0,1,0,0,0,0,1,0.0,1,0,0,1,0,0.0,0
