date,species,latitude,longitude,nummosquitos,wnvpresent,wnvcount,station,sprayed,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,codesum,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,month,sunrise,sunset,bc,br,dz,fg,fg+,fu,hz,mi,ra,sn,sq,ts,vc,gr,year
2007-05-29,CULEX PIPIENS/RESTUANS,41.688324,-87.676709,1.0,0.0,0.0,2,0.0,88,65,76.5,59,66.0,0.0,12.0,BR HZ,0.0,29.44,30.09,5.8,16,7.4,5,4.35,19.28333333333333,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
2007-05-29,CULEX RESTUANS,41.688324,-87.676709,1.0,0.0,0.0,2,0.0,88,65,76.5,59,66.0,0.0,12.0,BR HZ,0.0,29.44,30.09,5.8,16,7.4,5,4.35,19.28333333333333,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
2007-05-29,CULEX PIPIENS,41.731922,-87.677512,1.0,0.0,0.0,2,0.0,88,65,76.5,59,66.0,0.0,12.0,BR HZ,0.0,29.44,30.09,5.8,16,7.4,5,4.35,19.28333333333333,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
2007-05-29,CULEX RESTUANS,41.731922,-87.677512,5.0,0.0,0.0,2,0.0,88,65,76.5,59,66.0,0.0,12.0,BR HZ,0.0,29.44,30.09,5.8,16,7.4,5,4.35,19.28333333333333,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
2007-05-29,CULEX RESTUANS,41.891118,-87.654491,1.0,0.0,0.0,2,0.0,88,65,76.5,59,66.0,0.0,12.0,BR HZ,0.0,29.44,30.09,5.8,16,7.4,5,4.35,19.28333333333333,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
2007-05-29,CULEX PIPIENS/RESTUANS,42.01743,-87.687769,1.0,0.0,0.0,2,0.0,88,65,76.5,59,66.0,0.0,12.0,BR HZ,0.0,29.44,30.09,5.8,16,7.4,5,4.35,19.28333333333333,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
2007-05-29,CULEX RESTUANS,41.732984,-87.649642,1.0,0.0,0.0,2,0.0,88,65,76.5,59,66.0,0.0,12.0,BR HZ,0.0,29.44,30.09,5.8,16,7.4,5,4.35,19.28333333333333,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
2007-05-29,CULEX PIPIENS/RESTUANS,41.891126,-87.61156,1.0,0.0,0.0,2,0.0,88,65,76.5,59,66.0,0.0,12.0,BR HZ,0.0,29.44,30.09,5.8,16,7.4,5,4.35,19.28333333333333,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
2007-05-29,CULEX RESTUANS,41.891126,-87.61156,2.0,0.0,0.0,2,0.0,88,65,76.5,59,66.0,0.0,12.0,BR HZ,0.0,29.44,30.09,5.8,16,7.4,5,4.35,19.28333333333333,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
2007-05-29,CULEX PIPIENS/RESTUANS,41.95469,-87.800991,1.0,0.0,0.0,1,0.0,88,60,74.0,58,65.0,0.0,9.0,BR HZ,0.0,29.39,30.11,5.8,18,6.5,5,4.35,19.28333333333333,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
2007-05-29,CULEX RESTUANS,41.95469,-87.800991,1.0,0.0,0.0,1,0.0,88,60,74.0,58,65.0,0.0,9.0,BR HZ,0.0,29.39,30.11,5.8,18,6.5,5,4.35,19.28333333333333,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
2007-05-29,CULEX RESTUANS,41.994991,-87.769279,1.0,0.0,0.0,1,0.0,88,60,74.0,58,65.0,0.0,9.0,BR HZ,0.0,29.39,30.11,5.8,18,6.5,5,4.35,19.28333333333333,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
2007-05-29,CULEX PIPIENS/RESTUANS,41.999129,-87.795585,1.0,0.0,0.0,1,0.0,88,60,74.0,58,65.0,0.0,9.0,BR HZ,0.0,29.39,30.11,5.8,18,6.5,5,4.35,19.28333333333333,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
2007-05-29,CULEX PIPIENS/RESTUANS,41.974089,-87.824812,1.0,0.0,0.0,1,0.0,88,60,74.0,58,65.0,0.0,9.0,BR HZ,0.0,29.39,30.11,5.8,18,6.5,5,4.35,19.28333333333333,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
2007-05-29,CULEX RESTUANS,41.974089,-87.824812,4.0,0.0,0.0,1,0.0,88,60,74.0,58,65.0,0.0,9.0,BR HZ,0.0,29.39,30.11,5.8,18,6.5,5,4.35,19.28333333333333,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS,41.867108,-87.654224,2.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.867108,-87.654224,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.867108,-87.654224,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.869216,-87.627561,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.896282,-87.655232,2.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.906638,-87.701431,3.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.907645,-87.760886,3.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.994469,-87.667736,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS,41.9216,-87.666455,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.9216,-87.666455,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.9216,-87.666455,2.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.720848,-87.666014,2.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,42.006858,-87.675919,2.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.918705,-87.752329,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.919343,-87.694259,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.919343,-87.694259,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.921965,-87.632085,3.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.688324,-87.676709,4.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS,41.731922,-87.677512,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.731922,-87.677512,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.731922,-87.677512,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.846075,-87.716277,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.891118,-87.654491,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.932094,-87.700117,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.682587,-87.707973,3.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.682587,-87.707973,8.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.948167,-87.730698,2.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.948167,-87.730698,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.94983,-87.698457,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.958271,-87.702575,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.958271,-87.702575,2.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS,41.662014,-87.724608,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.662014,-87.724608,2.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.662014,-87.724608,4.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.963976,-87.69181,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.801498,-87.763416,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.961743,-87.76007,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.961743,-87.76007,2.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.986921,-87.689778,2.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.916265,-87.800515,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.916265,-87.800515,10.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.732984,-87.649642,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.725517,-87.614258,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.878114,-87.629798,3.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.723195,-87.64997,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.868077,-87.666901,1.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.868077,-87.666901,7.0,0.0,0.0,2,0.0,63,51,57.0,47,52.0,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.944869,-87.832763,1.0,0.0,0.0,1,0.0,64,47,55.5,48,51.0,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.953067,-87.776792,1.0,0.0,0.0,1,0.0,64,47,55.5,48,51.0,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.953067,-87.776792,3.0,0.0,0.0,1,0.0,64,47,55.5,48,51.0,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS,41.95469,-87.800991,1.0,0.0,0.0,1,0.0,64,47,55.5,48,51.0,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.95469,-87.800991,3.0,0.0,0.0,1,0.0,64,47,55.5,48,51.0,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.95469,-87.800991,5.0,0.0,0.0,1,0.0,64,47,55.5,48,51.0,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.979243,-87.750938,1.0,0.0,0.0,1,0.0,64,47,55.5,48,51.0,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.999129,-87.795585,2.0,0.0,0.0,1,0.0,64,47,55.5,48,51.0,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.999129,-87.795585,9.0,0.0,0.0,1,0.0,64,47,55.5,48,51.0,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,42.011601,-87.811506,1.0,0.0,0.0,1,0.0,64,47,55.5,48,51.0,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX PIPIENS/RESTUANS,41.974089,-87.824812,1.0,0.0,0.0,1,0.0,64,47,55.5,48,51.0,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.974089,-87.824812,2.0,0.0,0.0,1,0.0,64,47,55.5,48,51.0,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-05,CULEX RESTUANS,41.981964,-87.812827,2.0,0.0,0.0,1,0.0,64,47,55.5,48,51.0,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,6,4.283333333333333,19.383333333333333,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.0,2007
2007-06-26,CULEX PIPIENS,41.869107,-87.696293,1.0,0.0,0.0,2,0.0,91,73,82.0,69,72.0,0.0,17.0,BR HZ,0.0,29.45,30.09,7.3,21,8.1,6,4.3,19.516666666666666,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
2007-06-26,CULEX RESTUANS,41.721474,-87.648064,2.0,0.0,0.0,2,0.0,91,73,82.0,69,72.0,0.0,17.0,BR HZ,0.0,29.45,30.09,7.3,21,8.1,6,4.3,19.516666666666666,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
2007-06-26,CULEX PIPIENS/RESTUANS,41.867108,-87.654224,2.0,0.0,0.0,2,0.0,91,73,82.0,69,72.0,0.0,17.0,BR HZ,0.0,29.45,30.09,7.3,21,8.1,6,4.3,19.516666666666666,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
2007-06-26,CULEX PIPIENS/RESTUANS,41.868142,-87.696269,1.0,0.0,0.0,2,0.0,91,73,82.0,69,72.0,0.0,17.0,BR HZ,0.0,29.45,30.09,7.3,21,8.1,6,4.3,19.516666666666666,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
2007-06-26,CULEX RESTUANS,41.868142,-87.696269,1.0,0.0,0.0,2,0.0,91,73,82.0,69,72.0,0.0,17.0,BR HZ,0.0,29.45,30.09,7.3,21,8.1,6,4.3,19.516666666666666,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,2007
